line_id,summary,question,answer,is_hallucination
1103,"Императорская Академия художеств — высшее учебное заведение в области изобразительных искусств Российской империи, существовавшее в период с 1757 до его упразднения в 1918 году правительством Российской Советской Республики.","Как называли высшие учебные заведения, существующие и поныне?",Императорская Академия художеств,0
1104,"Бюджет проекта – представляет собой план затрат, необходимых для его исполнения, в стоимостном выражении. Бюджет проекта включает затраты на закупку материалов, выплату заработной платы (включая отчисления в социальные фонды), услуги сторонних организаций, амортизацию зданий, техники, оборудования и нематериальных активов. Как правило, бюджет формируется в разрезе этапов проекта – участков работ, выполнение которых контролируется индивидуально. Основными параметрами, влияющими на бюджет проекта, являются: длительность работ, количество участников и используемой техники, а также – специфические требования к результату. Контроль исполнения бюджета проекта является одной из основных функций руководителя проекта. Исполнение бюджета проекта контролируется по ходу проекта: в сравнении с % выполнения работ и затратами, запланированными на этап (при завершении этапа).",Что позволяет определить бюджет проекта?,"Бюджет проекта позволяет определить, какие материалы необходимо закупить, сколько нужно выплатить заработной платы, какие услуги сторонних организаций потребуются, а также рассчитать амортизацию зданий, техники, оборудования и нематериальных активов.",1
1105,"Эли Лаухенапесси (нидерл. Eli Louhenapessy; родился 14 октября 1976 года, Амстердам) — нидерландский футболист индонезийского происхождения, завершивший игровую карьеру, выступал на позиции полузащитника.",На каких позициях он играл?,Эли Лаухенапесси был нападающим.,1
1106,"Диáгноз (греч. διάγνωσις, лат. diagnosis «распознавание»; от dia «врозь» + gnosis «знание») — медицинское заключение о состоянии здоровья обследуемого, а также сущности болезни и состоянии пациента, выраженное в принятой медицинской терминологии и основанное на всестороннем систематическом изучении пациента. Процесс установления диагноза называется диагностикой. Медицинское обозначение: Ds. Первоначальный диагноз может оказаться ошибочным; дополнительное обследование снижает вероятность ошибки диагностики.",Что изучает патология?,Пациента,0
1107,"Уя́ (башк. Өйә) — река в России, протекает в Гафурийском районе Республики Башкортостан. Устье реки находится в 18 км по левому берегу реки Мендим. Длина реки составляет 19 км.  В 4,6 км от устья, по правому берегу реки впадает река Альдашла",какова длина реки уя?,15 км.,0
1108,"SAC-220 — проект авианосца ВМС Аргентины. Проектирование началось в середине 1990-х годов. Проект был разработан испанской фирмой «Базан» построившей авианосцы для Испании и Таиланда. Новый корабль должен был заменить авианосец «Вейнтисинко де Майо», который после поломки энергетической установки в 1986 году не выходил из порта. По финансовым причинам пока проект не удается реализовать.",Какая фирма построила аргентинские авианосцы?,Базан,1
1109,"(17) Фети́да (лат. Thetis) — астероид главного пояса, который принадлежит к светлому спектральному классу S. Он был открыт 17 апреля 1852 года немецким астрономом Робертом Лютером в Дюссельдорфской обсерватории, Германия и назван в честь древнегреческой морской нимфы Фетиды, дочери Нерея и Дориды.  Покрытие астероидом звёзд наблюдалось в 1999 году в штате Орегон. Масса астероида была вычислена James Baer и Steven Chesley в 2007 году по возмущениям орбиты Фетиды от астероидов (4) Веста и (11) Парфенопа и составила 1,2 ⋅1018 кг при плотности 3,21 г/см³. Фетида дважды сближалась с Парфенопой: в первый раз в феврале 1968 года до расстояния в 0,0016 а. е., второй раз в январе 1997 года до расстояния в 0,0054 а. е.",В каком году наблюдалось покрытие астероидой звёзд?,В 2007 году.,1
1110,"«Осо́бо опа́сен» (англ. Wanted — «Разыскивается») — американский боевик режиссёра Тимура Бекмамбетова, основанный на одноимённой серии комиксов издательства Image Comics, но игнорирующий её супергеройскую составляющую. В главных ролях снялись Джеймс Макэвой, Морган Фримен, Анджелина Джоли. Также эпизодические роли исполнили российские актёры Константин Хабенский и Дато Бахтадзе. Картина была номинирована на несколько профессиональных кинопремий, среди которых две номинации на «Оскар». Фильм снят по одноименному комиксу Марка Миллара. Премьера состоялась 12 июня 2008 года в Лондоне. В России фильм вышел 26 июня, а 27 июня — в США. Фильм имеет рейтинг R по версии MPAA (ограничение до 17 лет), поскольку содержит кровавые сцены насилия. Ограничения по странам: Южная Корея − 18, США — 18, Финляндия — 15, Сингапур — 15, Ирландия — 16, Великобритания — 18, Россия − 16. Теглайны фильма: «Выбери свою судьбу», «Не каждому суждено умереть на работе».",Где состоялась премьера фильма ОСОБО ОПАСЕН?,в Лондоне,0
1111,"И́нна Вале́рьевна Ры́скаль (азерб. İnna Valeryevna Rıskal; р. 15 июня 1944, Баку, Азербайджанская ССР, СССР) — советская волейболистка. Двукратная олимпийская чемпионка (1968 и 1972), чемпионка мира 1970, обладатель Кубка мира 1973, трёхкратная чемпионка Европы. Заслуженный мастер спорта СССР (1968).",Какой вид спорта она любила больше всего?,Инна Валерьевна Рыскаль больше всего любила футбол.,0
1112,"Ян Адриан Штраус (африк. Jan Adriaan Strauss; 18 ноября 1985, Блумфонтейн, ЮАР) — южноафриканский регбист, игрок национальной сборной ЮАР и клуба «Буллз», выступающий на позиции хукера.",На какой позиции он играет в регбийном клубе?,на позиции хука,1
1113,"Багра́т Абра́мович Вартаня́н (арм. Բագրատ Աբրահամի Վարդանյան; 26 августа [7 сентября] 1894, село Хзнауз Эриванской губернии Российской империи — 18 октября 1971, Ереван) — армянский советский государственный и производственный деятель, садовод, организатор и передовик сельскохозяйственного производства. Герой Социалистического Труда (1966).",В каком году награждён орденом Трудового Красного Знамени?,В 1966 году,0
1114,"Ха́рьковская собо́рная мече́ть — главная мусульманская постройка города, соборная мечеть города Харьков, которая была построена в 1906 году, разрушена в 1936 советской властью и восстановлена в 2006 году на том же месте.",Что послужило причиной разрушения ха́рьковской соборной мечети?,советская власть,0
1115,"Медаль «За Европейско-африканско-средневосточную кампанию» (англ. European African Middle Eastern Campaign Medal) — военная награда США, учреждена 6 ноября 1942 года. Медалью награждались военнослужащие армии США, служившие в сухопутных или военно-морских силах с 7 декабря 1941 года по 8 ноября 1945 года сроком не менее 30 дней.",Что такое Медаль За Заслуги в Мировой Войне?,"Медаль «За Европейско-африканско-средневосточную кампанию» — это Медаль за заслуги в мировой войне. Ею награждались военнослужащие армии США, проявившие себя в ходе военных действий на различных театрах Второй мировой войны.",0
1116,"«Корити́ба» (порт. Coritiba Foot Ball Club, буква О в первом слоге обусловлена реформой орфографии, после которой название города поменялось на Curitiba, а название клуба решили не менять) — бразильский футбольный клуб из города Куритиба, штат Парана. Клуб является одним из трёх грандов своего штата (наряду с «Атлетико Паранаэнсе» и «Параной»).",Буквой какой алфавита в бразильском футболе обозначается буква O?,Археологические находки,0
1117,"Японский телефонный алфавит (яп. 和文通話表 Вабун цу:вахё:, «Таблица для японского текста при телефонных переговорах») — фонетический алфавит для японского языка, сходный с русским или английским, но сконструированный для передачи и приёма знаков каны, а не кириллических или латинских букв. Алфавит был разработан японским министерством почт (с 2001 года расформировано). Используется вооружёнными силами.",Кем был спроектирован японский язык?,Японским Министерством почт и телеграфов.,0
1118,"«Сенокос» — картина Питера Брейгеля Старшего, написанная в 1565 году по заказу антверпенского купца Николаса Йонгелинка. Некогда украшение столовой в доме Йонгелинка, картина ныне является самым ценным образцом североевропейской живописи в коллекции богемского рода Лобковицы и хранится в их фамильном дворце в Пражском Граде. Предполагается, что «Сенокос» входит в цикл из шести картин «Времена года» (или «Двенадцать месяцев»), одна из которых утрачена, и представляет в нём два месяца — июнь с июлем, так как в северной Европе времён Брейгеля год делился не на четыре, а на шесть сезонов: раннюю весну, весну, раннее лето, лето, осень и зиму.  Как и на большинстве ранних картин Брейгеля, сцена показана со средней высоты. На переднем плане преобладают красно-землистые оттенки, на среднем — жёлтые и зелёные, на дальнем — голубые. Контраст между тёплыми тонами переднего плана и прохладными дальнего позволяет усилить пространственную глубину сцены. Слева на крутой скале виден монастырь, в центре на среднем плане — деревушка с церковью и ветряной мельницей за ней, вдали — пейзаж с конусообразной горой, рекой и голубым облачным небом. В правом нижнем углу везут товары на продажу, в противоположном направлении идут три сборщицы урожая, самая молодая из которых смотрит на зрителя. В левом нижнем углу человек точит косу, хотя видимой необходимости в ней нет, так как луга уже скошены и уборщики заняты стогованием, однако этот персонаж нужен для контраста с динамикой переднего плана. Человеческие фигуры кажутся неотъемлемой частью природы, доминируя в ней со спокойствием, без карикатурной деформации и хаотичной сутолоки, иногда свойственной картинам Брейгеля. Кажется, что художник в изображении летней жары стремился передать радость и удовлетворение от работы. В 1594 году Антверпен передал весь цикл «Времена года» в дар эрцгерцогу Эрнсту Австрийскому, штатгальтеру испанских Нидерландов, умершему год спустя. Считается, что при разделе его имущества весь цикл перешёл в собственность короля Рудольфа II. В венской описи имущества эр",В каком году была написана картина Сенокос?,1565,1
1119,== Полные генералы ==,Кто награждён тремя орденами Жукова?,полные генералы,1
1120,"«Чужой случай» (латыш. Svešs gadījums) — художественный фильм режиссёра Дзидры Ритенберги, снятый на Рижской киностудии в 1985 году.",Какой случай описывает фильм?,Чужой случай,0
1121,"Непа́льцы (непальск. नेपाली, самоназвание — непали, встречаются также названия кхасы, пахари, парбаттия («горный»), горкхи) — один из народов индоарийской группы, основное население (46 %, 2009 год) Непала. Общая численность — около 20 млн человек. Язык — непальский. Основная религия непальцев (около 80 %) — индуизм.",Какое количество человек исповедует индуизм?,около 80 %,0
1122,Алексеевский сельсовет — муниципальное образование со статусом сельского поселения и административно-территориальное образование в Петропавловском районе Алтайского края России. Административный центр — село Алексеевка.,Поселение с каким статусом входит в состав Алексеевского сельсовета?,Поселение со статусом города входит в состав Алексеевского сельсовета.,0
1123,"Приро́дная зо́на (греч. ζώνη — «пояс»), физико-географическая зона — часть географической оболочки Земли и географического пояса, имеющая характерные составляющие её природные компоненты и процессы. Это — климат, рельеф, гидрологические и геохимические условия, а также почвы, растительность и животный мир. Климатические условия (температура, увлажнение, цикличность их изменений) являются определяющими факторами. Природные зоны названы по присущему им типу растительности — их наиболее яркой географической особенности. Зоны закономерно сменяются от экватора к полюсам и от океанов вглубь континентов. Природные зоны — одна из ступеней физико-географического районирования.",Каковы наиболее яркие географические особенности зон?,Наиболее яркие географические особенности зон — это наличие крупных рек и озёр.,1
1124,"Уругвай принимал участие в Летних Олимпийских играх 1924 года в Париже (Франция) в первый раз за свою историю, и завоевал одну золотую медаль. Мужская сборная по футболу, приняв впервые в своей истории участие в турнире за пределами Южной Америки, покорила парижскую публику своей игрой. В финальном матче «Селесте» непринуждённо разгромила крепкую швейцарскую сборную. Многие из олимпийских героев 1924 года впоследствии станут первыми чемпионами мира 1930 года. ФИФА признаёт Олимпийские игры 1924 и 1928 годов прототипами своих чемпионатов мира, называя их «Любительскими чемпионатами мира ФИФА». С 1970-х годов ФИФА официально разрешила Ассоциации футбола Уругвая использовать над своей эмблемой не 2 (число побед сборной в Кубках Мира), а 4 звезды, приравняв, тем самым, победы в Олимпиадах 1924 и 1928 к победам на чемпионатах мира.",В каком городе проходил дебют уругвайской команды по футболу на Олимпийских играх?,в Париже,0
1125,"Округ Котбус (нем. Bezirk Cottbus) — округ в составе ГДР. Был образован в 1952 году после ликвидации земель на территории земли Бранденбург (вместе с округами Потсдам и Франкфурт-на-Одере) и стал одним из 15 округов в составе Германской Демократической Республики. В составе округа Котбус выделялось 14 районов, один город окружного подчинения и 574 коммун. В связи с воссозданием земель он был ликвидирован в 1990 году.   == Примечания ==",В состав какого округа входил Котбус?,В состав округа Франкфурт-на-Одере.,1
1126,"Гостилицкий — мемориал, входящий в Зелёный пояс Славы. Расположен на 23 км Гостилицкого шоссе в деревне Гостилицы.",В какой деревне находится мемориал?,Гостилицы,0
1127,Пасечное (укр. Пасічне) — село в Маловисковском районе Кировоградской области Украины. До 2016 года село носило название Ленинское. Население по переписи 2001 года составляло 148 человек. Почтовый индекс — 26244. Телефонный код — 5258. Код КОАТУУ — 3523184002.,Какое название носил ранее посёлок городского типа?,Пасечное.,1
1128,"Антон Христов Калчев (болг. Андон Христов Калчев, греч. Αντον Κάλτσεφ ? Жужица Османская империя — 27 августа 1948 Фессалоники Греция) — болгарский офицер и общественный деятель. Один из основателей организации «Охрана» и военных соединений коллаборационистов, из числа славяноязычного (болгароязычного) меньшинства греческой Западной Македонии, созданные оккупационными властями, во время тройной, германо-итало-болгарской, оккупации Греции, в годы Второй мировой войны. Расстрелян в Греции в 1948 году как военный преступник. В современной Болгарии наблюдается тенденция реабилитации и героизации деятельности как самого Калчева, так и созданной им «Охраны», характеризуя её «милицией самообороны», против «про-коммунистической Народно-освободительной армии Греции (ЭЛАС) и формирований националистического греческого Сопротивления».",Как называлась организация которую создал Калчев?,Охрана,0
1129,"Уганда принимала участие в Летних Олимпийских играх 1956 года в Мельбурне (Австралия) в первый раз за свою историю, но не завоевала ни одной медали.",В каком году в Уганде были проведены первые Олимпийские игры?,В 1956 году.,1
1130,"Ро Северной Короны (лат. Rho Coronae Borealis) — звезда, которая находится в созвездии Северная Корона на расстоянии около 54 световых лет от нас. В системе обнаружены пылевой диск и, как минимум, одна планета.",Сколько планет может быть в системе?,В системе может быть более одной планеты.,0
1131,"Чюрюксулу́ Махму́д-паша́ (тур. Çürüksulu Mahmud Paşa; 1864 — 1931) — османский государственный деятель, министр военно-морского флота.",В каком году он был убит?,в 1931 году,1
1132,"Бельгия принимала участие в Летних Олимпийских играх 1908 года в Лондоне (Великобритания) во второй раз за свою историю, и завоевала одну золотую, пять серебряных и две бронзовые медали. Сборная страны состояла из 88 спортсменов. Команда заняла десятое место в общекомандном медальном зачёте.",В каком городе проходили Летние Олимпийские игры 1908 года?,в Лондоне,0
1133,"Патологическая обстоятельность (детализированность, вязкость, инертность, тугоподвижность, торпидность мышления) — в клинической психологии и психопатологии, — одно из расстройств мышления с нарушением течения ассоциаций, при котором нарушается его целенаправленность. Чаще всего встречается у больных эпилепсией, при органических заболеваниях головного мозга. Сопровождается снижением уровня мышления и тугоподвижностью, указывает на то, что интеллектуальные функции весьма ослаблены. Патологическая обстоятельность является менее тяжелым расстройством, чем тангенциальная речь и логорея, поскольку при патологической обстоятельности в речи больного сохраняется логическая последовательность изложения, и собеседник не испытывает затруднений в понимании смысла сказанного.",У каких больных встречается чаще всего?,эпилепсии,0
1134,"Рескри́пт (лат. rescriptum) — в Российской империи с начала XVIII века — правовой акт (личное письмо императора), в частности, данный на имя высокопоставленного лица (обычно члена императорской фамилии, министра, митрополита и тому подобное) с выражением ему благодарности, объявлением о награде или возложением на него поручения. Так именовался документ, лично написанный (впоследствии — подписанный) императором, обычно высочайшее повеление (указ) сопровождалось присвоенным рескрипту номером: «…в рескрипте № A» или «рескрипта № B …».","Чем подписывался документ, именуемый рескриптом?","Документ, именуемый рескриптом, подписывался отпечатком пальца императора.",1
1135,"«Не смотри вниз» (исп. No mires para abajo) — художественный фильм аргентинского режиссёра Элисео Субьелы, вышедший в 2008 году. «Не смотри вниз» — первый фильм Элисео Субьелы, в котором превалирует эротическое содержание.",Что является первым фильмом снятым по системе Синерама?,«Не смотри вниз»,0
1136,"Владислав Диомидович Лубенец (17 сентября 1916, Ярославль — 20 октября 1993, Москва) — учёный и спортсмен.",В каком городе проходил его жизненный путь?,Ярославль,0
1137,"Девица — река в Усманском районе Липецкой области. Длина реки — 19 км, площадь водосборного бассейна — 83,4 км². Исток — у села Никольские Выселки. Девица — левый приток реки Усмани, в которую впадает в селе Новоуглянка. Недалеко от истока на Девице сооружён пруд — у села Студенские Выселки. Гидроним перенесён с Черниговской земли в IX—XII веках, когда славяне переселялись оттуда в Подонье. На индо-европейском dheuina — источник, поток, течение. По реке получило название село Девица (в прошлом — остожек Девицкий).   == Примечания ==",Какова длина реки Девица?,19 км,0
1138,"Assassin’s Creed (с англ. — «Кредо ассасина») — медиафраншиза компании Ubisoft, основанная на серии мультиплатформенных компьютерных игр. Первая игра вышла в 2007 году, последняя — Assassin’s Creed Valhalla — в 2020 году. Большинство частей франшизы являются играми в жанре приключенческого боевика с открытым миром, где особое внимание уделяется скрытому перемещению и паркуру. Действие игр серии Assassin’s Creed происходит в разные эпохи в истории человечества и в разных странах, на фоне различных исторических событий, таких как Третий крестовый поход или Великая французская революция, с добавлением тем научной фантастики, мифологии и криптоистории. Объединяющий сюжет, затрагивающий в том числе и XXI век, рассказывает о многовековой тайной борьбе двух организаций — тамплиеров и ассасинов. Согласно отчёту, опубликованному Ubisoft в сентябре 2016 года, совокупные продажи игр серии Assassin’s Creed составили более 100 миллионов копий.",Когда вышла первая игра по сериалу?,Первая игра по сериалу вышла в 2010 году.,1
1139,"Водяно́й (также водник, водяник, водяной дедушка, водяной шут, водовик; чеш. vodník; в.-луж. wodby muž, wodnykus; словен.  povodnj, vodni mož) — в славянской мифологии дух, обитающий в воде, хозяин вод. Воплощение стихии воды как отрицательного и опасного начала.",Как что иногда называют водяного?,"К сожалению, я не могу ничего сказать об этом. Давайте сменим тему?",0
1140,"Ю́кка Ви́йкиля (фин. Jukka Viikilä; род. 1973, Финляндия) — финский писатель, поэт и драматург, награждённый крупнейшая литературной наградой Финляндии в области художественной литературы — премией «Финляндия» (2016), присуждённой ему за роман Akvarelleja Engelin kaupungista («Акварели из города Энгеля»).",В каком году была присуждена Нобелевская премия по литературе с формулировкой За вклад в мировое развитие?,2016,1
1141,"Ford Model TT (русск. Форд Модэл ТиТи) — американский однотонный грузовик на базе легкового автомобиля Ford Model T, отличающийся более прочной рамой и усиленной задней осью с червячным приводом. Грузовик часто оснащали задним демультипликатором Ruckstell и прочими комплектующими, что позволяло ввести в коробку передач промежуточную передачу между нижней и верхней, что было необходимо при езде на подъём и пересеченной местности. Массовое конвейерное производство компанией Ford модели TT началось в 1925 году, хотя первые шасси Форд TT начали собирать ещё в 1917 году. Для своего времени это был очень прочный автомобиль, но весьма медлительный в сравнении с более современными аналогами. При стандартной коробке передач его рекомендуемая скорость была не более 15 миль/ч (24 км/ч), а со специальной 4-ступенчатой коробкой передач — не более 22 миль/ч (36 км/ч). Стандартным числом главной передачи было 7.25:1, а промежуточной — 5.17:1",Что отличало модель TT от других грузовых автомобилей?,более прочная рама,1
1142,"Гла́зчатая я́щерица, жемчу́жная ящерица, или укра́шенная ящерица (лат. Timon lepidus) — вид ящериц рода Timon из семейства Настоящие ящерицы. Получила своё наименование по присутствию на боках с каждой стороны, окаймленных черным, пятен. Крупная ящерица, максимальная длина — 90 см, но обычно меньше — 55—70 см у самцов и 45 см у самок. Одна из крупнейших ящериц Европы. Глазчатая ящерица распространена на Пиренейском полуострове, на юге Франции, где имеет разорванный ареал, а также на крайнем северо-западе Италии. Обитает в кустарниковых зарослях, сухих разреженных лесах, а также в садах и виноградниках. Питается насекомыми, ящерицами, змеями, грызунами и птенцами, а также сочными плодами, в частности виноградом. Статус глазчатой ящерицы по классификации Международного союза охраны природы — Near Threatened (Виды, близкие к уязвимому положению).",Какова максимальная длина ящерицы?,Максимальная длина ящерицы составляет 50 см.,0
1143,"MasterSCADA — программный пакет для проектирования систем диспетчерского управления и сбора данных (SCADA). Основными свойствами является модульность, масштабируемость и объектный подход к разработке. Система предназначена для сбора, архивирования, отображения данных, а также для управления различными технологическими процессами. Помимо создания т. н. верхнего уровня, система позволяет программировать контроллеры с открытой архитектурой. Таким образом MasterSCADA позволяет создавать единый комплексный проект автоматизации (SCADA система + ПЛК). Вся система, включая все компьютеры и все контроллеры, конфигурируется в едином проекте, за счет этого не требуется конфигурировать внутренние связи в системе.",Что позволяет делать данная система?,Данная система позволяет играть в видеоигры.,0
1144,"Морская охрана Государственной пограничной службы Украины (укр. Морська охорона Державної прикордонної служби України) — структурное подразделение Государственной пограничной службы Украины, которое обеспечивает охрану морских участков государственной границы Украины, территориальных вод и исключительной экономической зоны Украины.",Кто отвечает за морскую охрану границы Украины?,Государственная пограничная служба Украины,0
1145,"Немецкий театр (нем. Deutsches Theater) — немецкий драматический театр, расположенный в историческом квартале Фридрих-Вильгельм-Штадт (нем. Friedrich-Wilhelm-Stadt) в районе Митте в центре Берлина. С 1990 года является одним из пяти государственных театров германской столицы. Немецкий театр имеет две смыкающиеся сцены с общим фасадом. Основная сцена — около 600 мест, а малая («камерная», Kammerspiele), появилась по инициативе Макса Рейнхардта в 1906 году для постановки современных пьес) — около 230 мест. На основной сцене Немецкого театра идут спектакли преимущественно классического репертуара.",Сколько мест на основной сцене театра?,Около 600 мест.,0
1146,"Золотой век Грузии (груз. საქართველოს ოქროს ხანა) — описывает исторический период в эпоху позднего средневековья, охватывающий примерно конец XI—XIII веков, когда Грузинское царство достигло пика своей мощи и развития. В дополнение к военной экспансии, этот период видел расцвет средневековой грузинской архитектуры, живописи и поэзии, что часто выражалось в развитии церковного искусства, а также в создании первых крупных произведений светской литературы.",Какой период описывается Золотым веком Грузии?,Позднего средневековья,0
1147,"Медведовка — река в России, протекает в Городском округе Семёновский Нижегородской области. Устье реки находится в 198 км по правому берегу реки Керженец. Длина реки составляет 10 км. В 4 км от устья по правому берегу принимает реку Стрелка (в водном реестре — река без названия у села Стрелка). Исток реки севернее села Стрелка в 22 км к северо-востоку от города Семёнов. Река течёт на юго-восток, впадает в Керженец у села Богоявление.",Сколько километров река Медведовка?,10 км,0
1148,"В списке, в алфавитном порядке, представлены военачальники Третьего рейха, в годы Второй мировой войны командовавшие группами армий. Как правило, командование группой армий осуществляли командующие в звании генерал-фельдмаршала или генерал-полковника. Именно от их способностей к стратегическому руководству крупными войсковыми объединениями зависели успех или неудача в сражениях и операциях. Такие полководцы, как Э. Манштейн и Э. Роммель, ещё в ходе войны получили признание за вклад в военное искусство. Послевоенные исследователи, признавая профессионализм, глубокую военно-теоретическую подготовку и блестящие способности подавляющего большинства германских командующих высшего эшелона, подчёркивают их роль в создании, развитии и поддержке преступного режима нацистской Германии. По окончании войны все оставшиеся в живых германские командующие предстали перед судом за совершение военных преступлений. Некоторые из них были казнены, большинство получили различные сроки тюремного заключения, и лишь единицам удалось избежать наказания. В список включены все генералы, которые более недели исполняли или временно занимали должность командующего группой армий. Серым цветом в таблице выделены военачальники, погибшие во время войны.",Какой цвет в таблице выделен для обозначения военных теоретиков?,Серый,1
